Time (s),Ay (m/s²),Fᵧ (N),rᵧ (m)
13.300000190734863,-8.287796020507812,-0.9847853779792786,0.04699999839067459
13.3100004196167,-8.289583206176758,-0.9847853779792786,0.04699999839067459
13.319999694824219,-8.299153327941895,-0.9914348125457764,0.04699999839067459
13.329999923706055,-8.283754348754883,-0.9866787195205688,0.04699999839067459
13.34000015258789,-8.278580665588379,-0.9847853779792786,0.04699999839067459
13.350000381469727,-8.274605751037598,-0.9847853779792786,0.04699999839067459
13.359999656677246,-8.27591609954834,-0.9933281540870667,0.04699999839067459
13.369999885559082,-8.27308464050293,-0.9847853779792786,0.04699999839067459
13.380000114440918,-8.265223503112793,-0.9933281540870667,0.04699999839067459
13.390000343322754,-8.258207321166992,-0.9847853779792786,0.04699999839067459
13.399999618530273,-8.263469696044922,-0.9933281540870667,0.04699999839067459
13.40999984741211,-8.26583480834961,-0.9933281540870667,0.04699999839067459
13.420000076293945,-8.274139404296875,-0.9915488362312317,0.04699999839067459
13.430000305175781,-8.289161682128906,-0.9865646958351135,0.04699999839067459
13.4399995803833,-8.303173065185547,-0.9933281540870667,0.04699999839067459
13.449999809265137,-8.288872718811035,-1.0001258850097656,0.04699999839067459
13.460000038146973,-8.288028717041016,-0.9950731992721558,0.04699999839067459
13.470000267028809,-8.29862117767334,-0.9916058778762817,0.04699999839067459
13.479999542236328,-8.298221588134766,-0.9865076541900635,0.04699999839067459
13.489999771118164,-8.285086631774902,-0.9847853779792786,0.04699999839067459
13.5,-8.294524192810059,-0.9933281540870667,0.04699999839067459
13.510000228881836,-8.282644271850586,-0.9847853779792786,0.04699999839067459
13.520000457763672,-8.26656723022461,-0.9916629791259766,0.04699999839067459
13.529999732971191,-8.26729965209961,-1.0018823146820068,0.04699999839067459
13.539999961853027,-8.258551597595215,-0.9933395385742188,0.04699999839067459
13.550000190734863,-8.2732515335083,-0.9949705600738525,0.04699999839067459
13.5600004196167,-8.271408081054688,-1.000251293182373,0.04699999839067459
13.569999694824219,-8.263192176818848,-1.0018823146820068,0.04699999839067459
13.579999923706055,-8.277159690856934,-0.9933395385742188,0.04699999839067459
13.59000015258789,-8.283931732177734,-0.9863821268081665,0.04699999839067459
13.600000381469727,-8.297388076782227,-0.9917541742324829,0.04699999839067459
13.609999656677246,-8.298298835754395,-0.9863592982292175,0.04699999839067459
13.619999885559082,-8.290526390075684,-0.9847853779792786,0.04699999839067459
13.630000114440918,-8.271230697631836,-0.9847853779792786,0.04699999839067459
13.640000343322754,-8.273340225219727,-0.9847853779792786,0.04699999839067459
13.649999618530273,-8.265589714050293,-0.9847853779792786,0.04699999839067459
13.65999984741211,-8.278958320617676,-0.9847853779792786,0.04699999839067459
13.670000076293945,-8.257884979248047,-0.9933280944824219,0.04699999839067459
13.680000305175781,-8.272385597229004,-0.9847853779792786,0.04699999839067459
13.6899995803833,-8.28503131866455,-0.9918568730354309,0.04699999839067459
13.699999809265137,-8.285163879394531,-0.9933395385742188,0.04699999839067459
13.710000038146973,-8.27308464050293,-0.9947880506515503,0.04699999839067459
13.720000267028809,-8.273484230041504,-0.9847853779792786,0.04699999839067459
13.729999542236328,-8.287507057189941,-0.9919024705886841,0.04699999839067459
13.739999771118164,-8.28963851928711,-1.0018823146820068,0.04699999839067459
13.75,-8.276171684265137,-0.986199676990509,0.04699999839067459
13.760000228881836,-8.277703285217285,-0.9847853779792786,0.04699999839067459
13.770000457763672,-8.275949478149414,-0.9847853779792786,0.04699999839067459
13.779999732971191,-8.27199649810791,-0.9847853779792786,0.04699999839067459
13.789999961853027,-8.260505676269531,-0.9847853779792786,0.04699999839067459
13.800000190734863,-8.258484840393066,-0.9847853779792786,0.04699999839067459
13.8100004196167,-8.263525009155273,-0.9933281540870667,0.04699999839067459
13.819999694824219,-8.26183795928955,-0.9933281540870667,0.04699999839067459
13.829999923706055,-8.293580055236816,-0.9933281540870667,0.04699999839067459
